,company,company_address,employment_type,job_category,job_description,job_requirements,job_title,salary_range,salary_type,seniority,url
10,6ESTATES PTE. LTD.,79 AYER RAJAH CRESCENT 139955,Full Time,Information Technology,"Roles & ResponsibilitiesWe are looking for the right individual who has the passion and desire to crack the code for this very hot field in AI and Big Data. 6Estates engineers build tools and solutions that ensure the delivery of high quality software for our stakeholders. For someone who wants to learn and grow, this role provides you the unique opportunity to work along with all the experts of different fields. As a Big Data Engineer, you will work with a team of talents to design, architect, and develop on the big data analytics platform. You will also touch on researching, introducing modern technologies and integrating your amazing innovations and ideas into our production systems.","Requirements1. Minimum Bachelor’s degree in Computer Science and 3+ years of experience in administration/architecture in the field of big data specific to Hadoop, HBase 2. Excellent implementation skills in Java or Scala. 3. Expert knowledge of Linux/Unix programming. 4. Experience in Apache Hadoop, Spark, Zookeeper, Elasticsearch, etc. 5. Strong knowledge of distributed system architecture and implementation. 6. Knowledge of Information Retrieval / NLP / Data Mining is a plus. 7. Fluent in English and Chinese to liaise with Chinese speaking associates",Big Data Engineer,"$4,000to$8,000",Monthly,Professional,https://www.mycareersfuture.sg/job/big-data-engineer-6estates-a22e4c3b90cea5bc9767d75c5f0bb827
11,6ESTATES PTE. LTD.,Unknown,Full Time,Information Technology,"Roles & ResponsibilitiesWe are looking for the right individual who has the passion and desire to crack the code for this very hot field in AI and Big Data. 6Estates engineers build tools and solutions that ensure the delivery of high quality software for our stakeholders. For someone who wants to learn and grow, this role provides you the unique opportunity to work along with all the experts of different fields. As a Research Scientist, you will work with a team of talents to design and implement the algorithms to help better make sense of data in real world. Finally, you will integrate your amazing innovations and algorithms into our production system.","Requirements1. Proficient in Python or C/C++ 2. Proficient in NLP technologies & the handling of unstructured text 3. Proficient in common ML algorithms and neural networks 4. Proficient in common ML frameworks, including theano, cntk or tensorflow 5. Master/PhD in Machine Learning/Natural Language Processing or related fields 6. Effective communication skills - Fluent in English and Chinese to lisise with Chinese speaking associates",ML / NLP Research Scientist,"$5,000to$10,000",Monthly,Professional,https://www.mycareersfuture.sg/job/ml-nlp-research-scientist-6estates-83a12273ce2ca79ad3bbec1f8c292a31
12,6ESTATES PTE. LTD.,79 AYER RAJAH CRESCENT 139955,Full Time,Information Technology,"Roles & ResponsibilitiesWe are looking for the right individual who has the passion and desire to crack the code for this very hot field in AI and Big Data. 6Estates engineers build tools and solutions that ensure the delivery of high quality software for our stakeholders. For someone who wants to learn and grow, this role provides you the unique opportunity to work along with all the experts of different fields. As a DevOps Engineer , you will work with team of talents to manage the big data analytics platform as well as the data visualization product. You will also touch on researching, introducing modern technologies and integrating your amazing innovations and ideas into our DevOps pipleline.","Requirements1. Minimum Bachelor’s degree in Computer Science. 2. Proficient in Linux/Unix Administration. 3. Ability to use a wide variety of open source technologies and cloud services and container service such as kubernetes, docker. 4. Management of Hadoop cluster with all included services, such as Hadoop, HBase, Kafka, .etc. 5. Experience with Lucene / Solr / Elasticsearch is a plus. 6. Experience with Shell, Go or Python. 7. Fluent in English and Chinese to liaise with Chinese speaking associates.",DevOps Engineer,"$4,000to$8,000",Monthly,Professional,https://www.mycareersfuture.sg/job/devops-engineer-6estates-5f0807f82208dc7fb582adfefc7b55e6
13,6ESTATES PTE. LTD.,Unknown,Full Time,Information Technology,"Roles & ResponsibilitiesWe are looking for the right individual who has the passion and desire to crack the code for this very hot field in AI and Big Data. 6Estates engineers build tools and solutions that ensure the delivery of high quality software for our stakeholders. For someone who wants to learn and grow, this role provides you the unique opportunity to work along with all the experts of different fields. As a Research Scientist, you will work with a team of talents to design and implement the algorithms to help better make sense of data in real world. Finally, you will integrate your amazing innovations and algorithms into our production system.","Requirements1. Proficient in Python or C/C++ 2. Proficient in NLP technologies & the handling of unstructured text 3. Proficient in common ML algorithms and neural networks 4. Proficient in common ML frameworks, including theano, cntk or tensorflow 5. Master/PhD in Machine Learning/Natural Language Processing or related fields 6. Effective communication skills - Fluent in English and Chinese to lisise with Chinese speaking associates",ML / NLP Research Scientist,"$5,000to$10,000",Monthly,Professional,https://www.mycareersfuture.sg/job/ml-nlp-research-scientist-6estates-e13bc72a45e126d6f2cfc852fa731837
14,6ESTATES PTE. LTD.,Unknown,Full Time,Information Technology,"Roles & ResponsibilitiesWe are looking for the right individual who has the passion and desire to crack the code for this very hot field in AI and Big Data. 6Estates engineers build tools and solutions that ensure the delivery of high quality software for our stakeholders. For someone who wants to learn and grow, this role provides you the unique opportunity to work along with all the experts of different fields. As a Software Engineer, you will work with team of talents to design and develop our distributed data crawl platform. You will also touch on researching, introducing modern technologies and integrating your amazing innovations and ideas into our production systems.","Requirements1. Minimum Bachelor’s degree in Computer Science. 2. Excellent implementation skills in Java, Python or C++. 3. Experience with HTML, CSS3 and Javascript is a plus. 4. Proficient in multi-threaded and multi-process programming. 5. Familiarity with Linux IO models. 6.Familiarity with TCP/IP protocol. 7. Fluent in English and Chinese to liaise with Chinese speaking associates.",Software Engineer,"$4,000to$8,000",Monthly,Professional,https://www.mycareersfuture.sg/job/software-engineer-6estates-19c10809492d3c6447788dcdfe7bcadd
15,UPS ASIA GROUP PTE. LTD.,"UPS HOUSE, 22 CHANGI SOUTH AVENUE 2 486064",Permanent,Logistics / Supply Chain,"Roles & ResponsibilitiesSummary The Data Engineer will be responsible for expanding and optimizing the data and data pipeline architecture, data flow and collection for the Data Science team and creating API’s to integrate the models with production systems. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. The Data Engineer will support the data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects. Responsibilities:  Create and maintain optimal data pipeline architecture. Assemble large, complex data sets from multiple data sources that meet functional / nonfunctional business requirements. Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and no SQL technologies. Develop data features that will serve as inputs to AI/Machine Learning/OR techniques. Build analytics tools that utilize the data pipeline to provide actionable insights into key business performance metrics. Develop data design based on exploratory data analysis to meet stated business need. Develop procedures to monitor model and production system performance/integrity. Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc. Review and create repeatable solutions through written project documentation, process flowcharts, logs, and commented clean code to produce datasets that can be used in analytics and/or predictive modeling. Act as subject matter expert with investigating and evaluating emerging technologies. Articulate potential competitive market benefits of new technologies to senior management. Maintain broad understanding of implementation, integration, and interconnectivity issues with emerging technologies. ","RequirementsSkills and Qualifications  Possess a Bachelor’s Degree or Master’s Degree in Computer Science, Information Systems or related discipline. Minimum 2 years of relevant experience in similar capacity using software/tools for big data, SQL and NoSQL databases and object oriented/object function scripting languages. Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases. Experience building and optimizing ‘big data’ data pipelines, architectures and data sets. Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement. Strong analytic skills related to working with structured and unstructured datasets. A successful history of manipulating, processing and extracting value from large disconnected datasets. Possess solid project management and organizational skills. Prior experience in supporting and working with cross-functional teams in a dynamic environment. ",APAC Data Engineer,"$5,256to$7,008",Monthly,Senior Executive,https://www.mycareersfuture.sg/job/apac-data-engineer-ups-asia-group-f570cad2f586ebfa9a8660768a61ee6c
16,TELEPATHY LABS PTE. LTD.,"HAVELOCK2, 2 HAVELOCK ROAD 059763",Permanent,Information Technology,"Roles & ResponsibilitiesWe're thinking big and are ready to disrupt the current enterprise landscape integrating AI with Business. And if you have the appetite for it, you will fit right in. We've assembled an amazing team of experienced engineers in a variety of disciplines: traditional application design, web application development, machine learning, natural language processing, distributed and high-performance computing. We are looking for experienced C++ application developers for cloud aware applications  who are self starters and are proactive about solving complex problems. Ideal candidates would:  have built and supported latency sensitive systems in production; design infrastructure that is fast and scalable; build cloud aware components with an eye towards scalability and fault tolerance; contribute and conform to our company’s design principals and coding standards; take pride and ownership in your work as demonstrated through careful implementation, clean source code, thoughtful documentation and proper unit tests; ","Requirements Minimum of 8 years software development experience on the server side; Minimum of 5 years of experience on C++ as a primary language using STL and Boost. Additional experience on Golang and Rust is also nice to have; Have close familiarity with Linux systems. Good understanding of data structures and algorithms and order of complexity; Ability to write well-abstracted, reusable code components; Experience in continuous integration and continuous deployment; Experience in Agile Scrum development; Experience in product development environment; Experience in using open sources; Experience in using Github, Confluence and Jira;  Competitive pay and equity participation available to all employees.",Senior C++ Development Engineer,"$6,000to$9,000",Monthly,Professional,https://www.mycareersfuture.sg/job/senior-c-development-engineer-telepathy-labs-594f766fd76a3d9672cbdd9dd8285076
17,THE SUPREME HR ADVISORY PTE. LTD.,"AZ @ PAYA LEBAR, 140 PAYA LEBAR ROAD 409015",Full Time,Sales / Retail ,"Roles & Responsibilities•           Reporting to the Sales Manager and be responsible for protecting, identifying and establishing new clients in Singapore •           Able to work independently meeting/exceeding Sales Targets. •           Develop a sales pipeline to support future sales and business planning •           Plan and execute sales strategies to achieve the business objectives which include sales plan to meet current client's profile and needs, as well as actively involved in preparation of tenders, proposals and quotations for clients •           Conduct live product demos and proof of concept trials with prospective customers •           Generate short-term results whilst maintaining a long-term perspective to maximize overall revenue generation. •              Work with cross functional teams involving Product Managers, Marketing and Consultants in the development of an ideal integrated solutions for both existing and new clients",RequirementsDylan Then Reg No: R1878687 The Supreme HR Advisory Pte Ltd EA No: 14C7279  ,Sales Account Manager [ Sales /  AI /  Enterprise /  Network],"$3,000to$4,000",Monthly,Junior Executive,https://www.mycareersfuture.sg/job/sales-account-manager-sales-ai-enterprise-network-supreme-hr-advisory-9266944cbbfa6f266e7b722974452194
18,VIRTUSA SINGAPORE PRIVATE LIMITED,"AKZONOBEL HOUSE, 3 CHANGI BUSINESS PARK VISTA 486051",Full Time,Information Technology,"Roles & ResponsibilitiesRoles and responsibilities:  Develop requirements that are fit-for-purpose, accurate and display an understanding of the financial implications to the program and manage the requirements throughout the life of the initiatives Assist the development of benefits realization planning and conduct reviews at key project stages to ensure ongoing viability Ensure that the delivery of new products and/or services from the program balances business/customer outcomes with risk considerations. Build and maintain effective relationships with customers, colleagues, senior managers, group and other key stakeholders; anticipating and responding to evolving customer needs through controlling and delivering project communications Work efficiently with the customer to elicit project requirements that are fit for purpose, recommending appropriate stakeholders to be involved with elicitation activities. Identify and apply standards, processes and activities that align to the overall governance framework, that optimise the utilization of available resources to deliver project activities within the required time frames to agreed quality and scope Monitor and control progress at a project level and provide regular reports on status ","RequirementsRequirements:  4 to 10+ years BA experience ideally in a Change the Business function Experience of working in projects, and project managing small initiatives Experience with Machine Learning / Artificial Intelligence, Chatbots, Natural Language Processing (NLP) Excellent written and verbal communication skills and demonstrated ability to interact with Business as well as Technology Stakeholders in the organization, including senior management Domain knowledge of Markets Operations (Confirmations / Settlements / Reconciliations / Statics…) and Middle Office functions (Transaction Management / Onboarding…) is a must Solid understanding of project management lifecycles, disciplines and procedures. Demonstrated knowledge and experience in working on mid to large sized projects. Ability to work with Project Assurance to complete all necessary compliance artefacts Knowledge of business analysis tasks, experience in elicitation techniques and competent in requirements gathering skills. Good documentation skills: 	 Analyze - BRD / Functional Requirements Test – Test Plans, SIT & UAT Packs Implementation – Process Maps, Training Material, Communications   ",Business Analyst with AI / ML,Salary undisclosed,Unknown,Professional,https://www.mycareersfuture.sg/job/business-analyst-ai-ml-virtusa-singapore-f07558050b6e151007a446e731987143
19,THE SUPREME HR ADVISORY PTE. LTD.,"AZ @ PAYA LEBAR, 140 PAYA LEBAR ROAD 409015",Full Time,Information Technology,"Roles & ResponsibilitiesWriting reusable, testable, and efficient code for applications •           Ability to provide technical support when required •           Able to identify, design and propose solutions to client requirement •           Design and develop Odoo apps (such as developing new module and perform customization and enhancement on existing modules •           Architect solutions for Artificial Intelligence (Ai) •           Support and maintain customer requirements •              Support in ad-hoc tasks assigned by the project manager",RequirementsDylan Then Reg No: R1878687 The Supreme HR Advisory Pte Ltd EA No: 14C7279  ,Developer [ SDLC /  PHYTHON /  Computer Science],"$4,000to$4,500",Monthly,Senior Executive,https://www.mycareersfuture.sg/job/developer-sdlc-phython-computer-science-supreme-hr-advisory-3d172c766c073b6dd332c9697888e9ce
